listing_id,source,seller_type,housing_type,region,district,rooms,living_area_m2,kitchen_area_m2,total_area_m2,floor,total_floors,building_type,layout,build_year,ceiling_height,bathroom,furnished,renovation,commission,amenities,nearby,negotiable,price,currency,published_date,description,date_scraped,url
4cA5I,olx,private,resale,Navoiy Region,Navoiy,2.0,50.0,12.0,50.0,3.0,5.0,panel,Смежно-раздельная,1989.0,3.0,separate,1.0,euro renovation,1.0,"Internet, Refrigerator, Kitchen, Balcony","Hospital, Clinic, School, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops",1,520000000.0,UZS,02/05/2026,"Описание Продаётся 2-комнатная квартира на 3 этаже 5-этажного панельного дома в районе “Восход”. Адрес: проспект Ислама Каримова, дом 46 Рядом находятся рынок, школы, много детских садов, аптеки и магазины. Дом у дороги, рядом остановка общественного транспорта. Преимущества: Удобный 3-й этаж Спокойный, зелёный район Вся инфраструктура в пешей доступности Хорошие соседи Все документы готовы",2026-05-02,https://www.olx.uz/d/obyavlenie/srochno-prostornaya-2-komnatnaya-kvartira-vse-ryadom-rynok-shkoly-sady-ID4cA5I.html
4jkwd,olx,private,new building,Tashkent Region,Паркент,2.0,46.0,,46.0,3.0,4.0,brick,,2020.0,,,1.0,designer renovation,0.0,"Refrigerator, TV, Air Conditioning, Cable TV, Kitchen","Hospital, Clinic, School, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Parking, Supermarket, Shops",1,320000000.0,UZS,02/05/2026,"Описание SROCHNA SOTILADI PUL ZARUR parkentda 2 xonali 46 kv kvartira sotiladi moshina bo'lsa abmenxam qilaman, 3 etajda joylashgan podklyuch",2026-05-02,https://www.olx.uz/d/obyavlenie/srochna-sotiladi-parkent-tumani-asosiy-yolni-yuzida-moshinaga-abmen-ID4jkwd.html
3SVFV,olx,business,,Samarkand Region,Samarkand,2.0,60.0,6.0,60.0,3.0,7.0,brick,separate,2014.0,,combined,1.0,designer renovation,1.0,"Kitchen, TV, Balcony, Air Conditioning, Internet, Cable TV, Telephone, Washing Machine, Refrigerator","Restaurant, Cafe, Kindergarten, Parking, Bus Stop, Hospital, Clinic, Supermarket, Shops, Park, Green Area, School, Entertainment, Playground",1,400.0,USD,02/05/2026,Описание Сдаётся 2х комнатная квартира в центре самарканда со всеми удобствами заходи живи хороший район газ свет вода постоянно новый жилой комплекс дружелюбные соседи звоните будем рады +998500370669,2026-05-02,https://www.olx.uz/d/obyavlenie/sdaetsya-2h-komnatnaya-kvartira-v-tsentre-samarkanda-ID3SVFV.html
3PKpH,olx,business,,Samarkand Region,Samarkand,3.0,100.0,7.0,105.0,3.0,7.0,brick,separate,2016.0,3.0,combined,1.0,designer renovation,1.0,"Kitchen, TV, Balcony, Air Conditioning, Internet, Cable TV, Telephone, Washing Machine, Refrigerator","Restaurant, Cafe, Kindergarten, Parking, Bus Stop, Hospital, Clinic, Supermarket, Shops, Park, Green Area, School, Entertainment, Playground",1,800.0,USD,02/05/2026,Описание Сдаётся 3х комнатная квартира в центре самарканда со всеми удобствами заходи живи хороший район газ свет вода постоянно новый жилой комплекс дружелюбные соседи звоните будем рады помочь +998953838424,2026-05-02,https://www.olx.uz/d/obyavlenie/sdaetsya-3h-komnatnaya-kvartira-v-tsentre-samarkanda-ID3PKpH.html
4lN4B,olx,business,,Samarkand Region,Samarkand,3.0,90.0,12.0,100.0,2.0,8.0,brick,separate,2014.0,3.0,combined,1.0,euro renovation,1.0,"Telephone, Cable TV, Internet, Air Conditioning, TV, Balcony, Refrigerator, Kitchen","Playground, School, Entertainment, Hospital, Clinic, Supermarket, Shops, Park, Green Area, Bus Stop, Parking, Kindergarten, Restaurant, Cafe",0,500.0,USD,02/05/2026,Описание Объявления  1019 Ул. Бустансарай Ор: Алока Банк 3х комнатная 2 этаж 90 кв.м Этажность: 5 Имеется кладовка Все условия $ Арендная плата 500$ + 50% за услугу +998953573334 Азиз,2026-05-02,https://www.olx.uz/d/obyavlenie/srochno-arenda-3h-komnatnaya-ID4lN4B.html
4iUD6,olx,business,new building,Samarkand Region,Samarkand,8.0,3.0,20.0,3.0,3.0,3.0,brick,separate,2021.0,3.0,2+ bathrooms,0.0,designer renovation,0.0,,"School, Supermarket, Shops, Park, Green Area, Hospital, Clinic, Parking, Bus Stop, Kindergarten, Restaurant, Cafe, Playground, Entertainment",0,265000.0,USD,02/05/2026,Описание Объявления. 788 Ул Некрасова Ор: Кадастр Двор Вдоль дороги 8 комнатная Этажность 3 3 соток Фасад 40 метр. 2 входа. угловая Под бизнес. Частичный ремон. См.фото Цена 265 тыс Торг уместен. Телефон +998953573334,2026-05-02,https://www.olx.uz/d/obyavlenie/srochno-pod-biznes-dvor-ID4iUD6.html
4mo4h,olx,private,,Samarkand Region,Samarkand,3.0,100.0,15.0,100.0,2.0,8.0,brick,separate,2014.0,3.0,separate,1.0,euro renovation,1.0,"Telephone, Cable TV, Internet, Air Conditioning, TV, Kitchen, Refrigerator, Washing Machine","Playground, School, Entertainment, Hospital, Clinic, Supermarket, Shops, Park, Green Area, Bus Stop, Parking, Kindergarten, Restaurant, Cafe",0,450.0,USD,02/05/2026,"Описание Сдается 3х комнатная квартира На Вокзале На 2 этаже 100 кв.м Орентир,  Олтин Самарканд ресторан. Только семья. Тел. +998953573334",2026-05-02,https://www.olx.uz/d/obyavlenie/arenda-3h-komnatnaya-kvartira-na-vokzale-ID4mo4h.html
4mBr5,olx,private,resale,Sirdaryo Region,Гулистан,2.0,,,82.0,4.0,6.0,brick,adjacent,,,,0.0,,0.0,,,0,43500.0,USD,01/05/2026,Описание 1-Mavze Mazza cafe oldidagi Dom 4 etaj. 2 xona. 82.kv xechkim yashamagan Remonti zor,2026-05-02,https://www.olx.uz/d/obyavlenie/1-mavze-mazza-cafe-dom-lift-bor-ID4mBr5.html
3ZXIA,olx,business,,Tashkent Region,Yakkasaray District,5.0,250.0,50.0,220.0,3.0,4.0,brick,Многоуровневая,1979.0,6.0,2+ bathrooms,1.0,euro renovation,1.0,"Balcony, Air Conditioning, Cable TV, Internet, Washing Machine, Telephone, Kitchen, Refrigerator","Restaurant, Cafe, Kindergarten, Parking, Bus Stop, Hospital, Clinic, Supermarket, Shops, Park, Green Area, School, Entertainment, Playground",0,1500.0,USD,01/05/2026,"Описание Ул. Ракат  , яккасарайский район, ракат махалля Дом кирпичный 77 серии, 3 квартиры соеденены в одну (2 на 3-м этаже, 1 на 4-м), 3 спальни, 3 санузла ( 2 полноценных, 1 унитаз+ раковина), большой зал, большая кухня+ столовая, есть камин, только завершили освежающий ремонт,  мебелированна,  есть техника, спальня 1 большая ( с санузлом, гардеробом и кладовкой или еще 1 гардероб) 2 больших зала, получается 5",2026-05-02,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-dupleks-ID3ZXIA.html
4miE1,olx,private,new building,Tashkent Region,Sergeli District,2.0,30.0,7.0,42.0,1.0,7.0,brick,separate,2019.0,2.8,combined,1.0,average condition,0.0,"Internet, Air Conditioning, Cable TV, Washing Machine, Kitchen","Hospital, Clinic, School, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Supermarket, Shops",1,61000.0,USD,25/04/2026,"Описание Yangi Hayot, 5-А, Гиштли Новостроика,  1-этаж, 7 каватлик дом, умумии мадони 42 м2, алохида подвали калити бн ва катта огород хам бор, уи ремонти урта, 2 контрлик котёл, 3-бекат, метрога 3-минутлик и'ул, автобус бекатига 1-минутлик иул,  хамма кулаиликлари бор.",2026-05-02,https://www.olx.uz/d/obyavlenie/novostroika-2-1-7-yangi-hayot-gishtli-ID4miE1.html
4jkuU,olx,private,resale,Tashkent Region,Yakkasaray District,4.0,100.0,10.0,107.0,5.0,9.0,brick,Многоуровневая,1979.0,2.75,2+ bathrooms,1.0,average condition,0.0,"Internet, Air Conditioning, Kitchen","Hospital, Clinic, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops, School",1,120000.0,USD,02/05/2026,Описание Яккасарайский район улица Бабур 67/4 2х этажная квартира,2026-05-02,https://www.olx.uz/d/obyavlenie/kvartira-v-tashkente-ID4jkuU.html
4mBYk,olx,business,new building,Tashkent Region,Mirabad District,3.0,,,81.0,8.0,13.0,brick,,,,,1.0,,0.0,"Cable TV, TV, Telephone, Balcony, Washing Machine, Air Conditioning, Refrigerator, Internet, Kitchen","Entertainment, Bus Stop, School, Supermarket, Shops, Restaurant, Cafe, Playground, Park, Green Area, Kindergarten, Hospital, Clinic, Parking",1,260000.0,USD,01/05/2026,"Описание Продаётся 3-х комнатная квартира в ЖК Parkwood Ориентир: Госпитальный, Мирабадский район Комнат: 3 Этаж: 8 Этажность: 13 Общая площадь: 81 м2 Состояние: евро ремонт Мебель+Техника Цена: 260.000 у.е. срочно",2026-05-02,https://www.olx.uz/d/obyavlenie/zhk-parkwood-evro-lyuks-kvartira-prodaetsya-3-8-13-ID4mBYk.html
4lTgZ,olx,private,,Tashkent Region,Yashnabad District,2.0,32.0,9.5,53.0,3.0,9.0,brick,adjacent,2016.0,2.8,combined,1.0,euro renovation,0.0,"Telephone, Refrigerator, TV, Air Conditioning, Cable TV, Washing Machine, Kitchen, Balcony","Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Supermarket, Shops",0,400.0,USD,01/05/2026,"Описание Сдается двух комнатная квартира в аренду на долгий срок с Сдается двух комнатная на долгий срок семейние парам с ремонтом , с Сдается двухкомнатная квартира с мебелью на долгий срок семейним парам ,ЖК Олмос ,поблизости детсад ,школа ,зелёная зона. Есть депозит",2026-05-02,https://www.olx.uz/d/obyavlenie/arenda-dolgosrochnaya-ID4lTgZ.html
3Jlas,olx,private,resale,Tashkent Region,Sergeli District,2.0,58.0,12.0,58.0,2.0,4.0,brick,separate,1960.0,2.7,separate,0.0,euro renovation,0.0,"Cable TV, Internet, Balcony, Kitchen","Playground, School, Entertainment, Hospital, Clinic, Supermarket, Shops, Park, Green Area, Bus Stop, Parking, Kindergarten, Restaurant, Cafe",0,48000.0,USD,01/05/2026,"Описание Я продаю свою КВ в бинокоре ,двух комнатная  янги хаёт  , 2-6 балькон цена 48000ye аканчательно",2026-05-02,https://www.olx.uz/d/obyavlenie/prodaetsya-kv-2komnatnaya-2-6-balkon-svezhiy-remont-kerpichniy-ID3Jlas.html
47mvp,olx,business,resale,Tashkent Region,Келес,2.0,44.0,10.0,56.0,1.0,5.0,panel,separate,,,separate,0.0,average condition,0.0,,"Restaurant, Cafe, Kindergarten, Parking, Bus Stop, Supermarket, Shops, Park, Green Area, Hospital, Clinic, Entertainment, School, Playground",1,55000.0,USD,01/05/2026,Описание Сотилади Срочно Келес хокимият ропараси Поликлиника йонида 2/1/5 54м2 средни ремонт 2х6 балкон 3 хона килиб фойдалансаям болади корзинка якин 55.000$,2026-05-02,https://www.olx.uz/d/obyavlenie/sotiladi-keles-hokimiyat-oldida-2-1-5-54m2-2h6-balkon-ID47mvp.html
47QLC,olx,private,,Khorezm Region,Караул,2.0,62.0,15.0,75.0,4.0,7.0,brick,separate,2017.0,3.0,separate,1.0,,0.0,"Refrigerator, TV, Air Conditioning, Cable TV, Washing Machine, Kitchen","Hospital, Clinic, School, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops",1,300.0,USD,01/05/2026,"Описание Урганч шахар Карат ресторани тугрисидаги навостройка 7 этажли домни 4 каватида 2 хонали 62 кв2 евроремонт квартира ижарага берилади. газ плитаси, холодильник ва 3 та крават катта шкаф бор. Кухонный мебель стол стул бор. Кондиционер бор. Автомат кир мошина хам куйиб берилади. Узок муддатга шартнома асосида ойлага ижарага берамиз. 914331888. Студент кизлар ёки ойлага берамиз. Тоза ва покиза, халол инсонларга берилади. Маклер эмасман у́зимни уйим...",2026-05-02,https://www.olx.uz/d/obyavlenie/kvartira-2-honali-ID47QLC.html
4lS9t,olx,business,resale,Fergana Region,Фергана,2.0,35.0,8.0,50.0,1.0,4.0,panel,adjacent,1979.0,2.6,combined,0.0,average condition,1.0,Kitchen,"Hospital, Clinic, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops, School",0,26200.0,USD,01/05/2026,Описание Текстил Бурж аптека енида жойлашган 4 каватли эски планировка уйнинг 1чи каватида жойлашган 2 хоналик (3 килинган) угловой верандали квартира сотилади.Холати расмдагидек.Отоплениеси бор.Нархи 26.200$,2026-05-02,https://www.olx.uz/d/obyavlenie/1chi-kavat-2-hona-uglovoy-veranda-tekstil-ID4lS9t.html
4mBY8,olx,private,new building,Tashkent Region,Mirzo-Ulugbek District,4.0,,,128.0,4.0,8.0,brick,separate,,3.2,2+ bathrooms,0.0,euro renovation,0.0,"Internet, Air Conditioning, Cable TV",,0,165000.0,USD,01/05/2026,Описание 4/4/8 Дархан новостройка 2012 года 126кв 2 сан узла Ориентир инконель,2026-05-02,https://www.olx.uz/d/obyavlenie/4-4-8-darhan-128-kv-evroremont-2-san-uzla-potolok-3-20-svoya-ID4mBY8.html
4lS9p,olx,business,new building,Tashkent Region,Shaykhantakhur District,2.0,,,58.0,11.0,16.0,panel,separate,,3.0,combined,1.0,euro renovation,0.0,"Kitchen, Balcony",,0,68000.0,USD,01/05/2026,Описание ПРОДАЁТСЯ КВАРТИРА Оризор Резидент Новастройка 2/11/16 Майдони : 58 М² ЕВРО ремонт Хоналар алохида МОЖНО ИПОТЕКА 434 МЛН ЦЕНА: 68.000$ Тел +998333150909,2026-05-02,https://www.olx.uz/d/obyavlenie/urikzor-2-hona-sotiladi-ID4lS9p.html
4fhIZ,olx,business,resale,Tashkent Region,Chilanzar District,2.0,22.0,8.0,36.0,1.0,5.0,brick,separate,1979.0,2.5,combined,1.0,designer renovation,0.0,"Internet, Telephone, Refrigerator, TV, Air Conditioning, Cable TV, Washing Machine, Kitchen, Balcony","Hospital, Clinic, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops, School",1,62000.0,USD,01/05/2026,"Описание СВОЯ квартира. 994842531 пожалуйста позвоните заранее. Кирпичный дом, Ремонт Нью-классика, переделан в2х комнаты. Всё остаётся: Мебель, Техника 7tech : Кондиционер, Стиральная машинка, Холодильник, Вытежка, Телевизор,  Интернет Wi-fi, камеры наблюдение и ковры. Есть Видио наблюдение с улицы где авто парковка, подъезд и прихожей. Индивидуальный авто парковка с освещением. Ориентир: Фархадский перекресток, Хавас супермаркет,  Чупон-Ота мечеть, новая школа, дом N13. Можно Ипотека по договору. Евро решётки на окнах. Торг на месте...",2026-05-02,https://www.olx.uz/d/obyavlenie/svoya-chilanzar-13-1-2-1-5-nyu-klassika-s-mebelyu-i-tehnikoy-62ue-ipotek-ID4fhIZ.html
3N9qW,olx,private,,Fergana Region,Фергана,2.0,67.0,67.0,67.0,7.0,4.0,brick,Многоуровневая,,3.0,separate,1.0,designer renovation,1.0,"Air Conditioning, Cable TV, Internet, Washing Machine, Refrigerator, Kitchen, TV","Bus Stop, Park, Green Area, School, Parking, Playground, Supermarket, Shops, Kindergarten",0,300.0,USD,01/05/2026,"Описание Фаргона шахар медиа парк оркасидаги янги домлардаги квартира узок муддатга оилага берилади,хамма шароитлари мавжуд,газ свет сув зор,кушнилар яхши,лифти бор ишлайди,барча мебел ва техникалари куйилган.",2026-05-02,https://www.olx.uz/d/obyavlenie/kvartira-arendaga-fargona-shahar-hokimiyati-orkasi-ID3N9qW.html
47eI7,olx,business,,Tashkent Region,Бектемирский район,3.0,,,85.0,6.0,9.0,,,,,separate,1.0,euro renovation,1.0,"Internet, Telephone, Refrigerator, TV, Air Conditioning, Cable TV, Washing Machine, Kitchen, Balcony","Hospital, Clinic, School, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops",0,700.0,USD,24/04/2026,Описание ДЕШЕВО 3 комн МАХТУМКУЛМ ИТ парк ц1 эко парк 6 мин Паркентский рядом для иностранцев или семейным ЭТОЙ квартиры цена 1000 оплата за месяц если предоплаты за год то цена будет 700 есть варианты пишите в телеграмм от 400-1500 альтернативные варианты комиссия 50% можно и на месяц иностранцев,2026-05-02,https://www.olx.uz/d/obyavlenie/deshevo-3-komn-mahtumkuli-it-park-ts1-eko-park-6-min-parkentskiy-ryadom-ID47eI7.html
4md1b,olx,business,,Tashkent Region,Mirabad District,3.0,80.0,10.0,80.0,1.0,9.0,panel,separate,2000.0,3.0,separate,1.0,average condition,0.0,"Air Conditioning, Refrigerator, Cable TV, TV, Internet, Kitchen","Restaurant, Cafe, Kindergarten, Parking, Bus Stop, Hospital, Clinic, Supermarket, Shops, Park, Green Area, School, Entertainment, Playground",0,1600.0,USD,01/05/2026,"Описание Сдается в аренду уютное и тихое офисное помещение в центре города площадью 80 кв.м на 1 этаже жилого дома, вход отдельный. Имеется высокоскоростной интернет (оптоволокно), офисная мебель, видеонаблюдение внутри и снаружи, телевизор, холодильник, куллер и кухня с необходимыми принадлежностями. Также кондиционер в каждом кабинете. Ориентир: 5 минут пешком от метро Айбека, Госпитального базара и рядом с ГАРАНТ банком.",2026-05-02,https://www.olx.uz/d/obyavlenie/arenda-ofisa-metro-aybek-ID4md1b.html
4ltlF,olx,private,,Namangan Region,Наманган,3.0,85.0,,90.0,9.0,10.0,,,,,,1.0,,0.0,,,0,850.0,USD,01/05/2026,Описание Namangan shaxar Neo Classic da Kvartira arendaga beriladi Shodiyona Toyxona yonida. 3 xona 90 kvm. Alohida Oshxona katta balkon bor. Xama texnika mebellari ornatilgan 3 ta kondisoner ornatilgan 9 etaj lift bor Novostroyka Yangi uy xec kim yashamagan. Deposit bor Bez makler Arenda 850$ 881579779,2026-05-02,https://www.olx.uz/d/obyavlenie/kvartira-arenda-namangan-shaxar-neo-classic-ID4ltlF.html
4lw0h,olx,business,resale,Tashkent Region,Chilanzar District,3.0,,,50.0,2.0,5.0,brick,separate,,,combined,1.0,euro renovation,0.0,"Internet, Telephone, Refrigerator, TV, Air Conditioning, Cable TV, Washing Machine, Kitchen, Balcony","Hospital, Clinic, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops, School",0,73000.0,USD,01/05/2026,Описание СРОЧНО ПРОДАЕТСЯ КВАРТИРА ЧИЛАНЗАР-26 Евроремонт 2*3-комнатная 2-этаж Кирпичный дом Можно в ипотеку ЦЕНА: 73000$,2026-05-02,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-kvartira-23-2-5-chilanzar-26-ID4lw0h.html
4lS9i,olx,business,,Tashkent Region,Shaykhantakhur District,2.0,,,48.0,1.0,7.0,brick,separate,,,combined,1.0,euro renovation,1.0,"Refrigerator, TV, Washing Machine, Kitchen","Hospital, Clinic, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops, School",0,400.0,USD,01/05/2026,Описание Sergeli 5a 2/1/7 Oilaga Sharoiti bor M 2 bekat yonida Narxi 400$,2026-05-02,https://www.olx.uz/d/obyavlenie/arenda-kvartira-sergeli-5a-ID4lS9i.html
4lS9h,olx,business,resale,Tashkent Region,Yunusabad District,2.0,,,50.0,1.0,4.0,panel,adjacent,,,separate,0.0,euro renovation,0.0,,,1,72500.0,USD,01/05/2026,Описание #2комнатная Юнусабад- 11 квартал 2-3/1/4 2х комнатная переделанная в 3х 1й этаж 4х этажный дом Балкон 1.5/6 Торец утеплённый Новый ремонт Комнаты смежные 50м2 Цена:72500$ +998971491122,2026-05-02,https://www.olx.uz/d/obyavlenie/yunusabad-11-kvartal-2-3-1-4-balkon-1-5-6-torets-uteplennyy-50m2-ID4lS9h.html
4lw0d,olx,business,,Tashkent Region,Mirzo-Ulugbek District,1.0,36.0,6.0,46.0,4.0,4.0,panel,separate,2000.0,3.0,separate,1.0,euro renovation,1.0,"Internet, Telephone, Refrigerator, TV, Air Conditioning, Cable TV, Washing Machine, Kitchen, Balcony","Hospital, Clinic, Playground, Kindergarten, Bus Stop, Park, Green Area, Entertainment, Restaurant, Cafe, Parking, Supermarket, Shops, School",0,350.0,USD,01/05/2026,Описание Mirzo Ulugʻbek 1.xona 2.xona qilingan kvartira ijaraga beriladi hamma waroitga ega winam hamda toza uy,2026-05-02,https://www.olx.uz/d/obyavlenie/mirzo-ulugbek-ttz-diadorada-1-xona-2-xona-qilingan-kv-ijaraga-berilad-ID4lw0d.html
